election,country,ISO,year,date,office,numresponses,COUNTRYDATA,PR,CL,fhcategory,development,gdp_pc_ppp,region,region9,oecd,OVERALLINTEGRITY,PEI_add_original_m,PEI_add_original,PEI_add_new_m,PEI_add_new,PEI_concept_m,PEI_contestation_m,PEI_participation_m,PEI_deliberation_m,PEI_adjudication_m,PEI_concept,PEI_contestation,PEI_participation,PEI_deliberation,PEI_adjudication,rating,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,certainty,changes,equal,enfranchised,laws,laws_m,laws_new,laws_new_m,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,procedures_m,procedures_new,procedures_new_m,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundaries_m,boundaries_new,boundaries_new_m,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,unlikelyreg,unlikelyreg2,votereg,votereg_m,voterreg_new,voterreg_new_m,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,equalopp,partytargeted,partytargeted2,partyreg,partyreg_m,partyreg_new,partyreg_new_m,MEDIACOVERAGE,balanced,tv,tv2,fairaccess,faircoverage,socialmedia,disinformation,disinformation2,informed,media,media_m,media_new,media_new_m,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,bribed,bribed2,finance,finance_m,finance_new,finance_new_m,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,disabled,expats,internet,gaps,gaps2,encouraged,identification,identification2,voting,voting_m,voting_new,voting_new_m,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,count_m,count_new,count_new_m,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,effective,results,results_m,results_new,results_new_m,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,targeted,targeted2,EMBs,EMBs_m,EMBs_new,EMBs_new_m,GENERALQUESTIONS,familiarity,important,ORGCONFIDENCE,courts,government,parliament,armedforces,electoralauth,BACKGROUND,expertdomestic,currentlylive,electionlive,employment,public,university,nonprofit,agency,private,occupation,agegroup,sex,education,born,lived,candidate,rep,activist,ngo,voted,norole,monitor,monitorint,official,citizen,leftrightscale,difficulty,VIGNETTES,vignettea,vignetteb,vignettec,vignetted,vignettee,vignettef,ROTATING,freetovote,fearviolence,fearviolence2,ballotconfidential,freefairelect,cashforvotes,cashforvotes2,patronage,patronage2,audit,hacking,campaignnews,govtnews,fakenews,fakenews2,hatespeech,hatespeech2,informedchoices,foreigninterference,foreigninterference2,mediamonitors,cyberattacks,cyberattacks2,diversenews,journalisticstandards,partisanjournalists,partisanjournalists2,fakesocial,fakesocial2,emergency,emergency2,safetyvoters,safetyworkers,safetyworkers2,opportunitycampaign,opportunitycampaign2,incumbentcampaign,incumbentcampaign2,postponed,postponed2,hesitant,hesitant2,support,shortage,shortage2,resourced,resourced2
CRI_06042014_P2,Costa Rica,CRI,2014.0,2014-04-06,Presidential,8.0,,1,1,2,3,15160.518,2,9,0,,79.903625,84.69388,,,85.00186,73.75,94.81647,77.79018,93.650795,85.99175,75.390625,95.3125,78.125,95.138885,9.625,,2.25,3.75,1.5,4.5,1.625,4.375,,,,,80.208336,80.208336,,,,4.857143,4.857143,5.0,5.0,100.0,98.21429,100.0,98.21429,,2.0,4.0,2.0,4.0,3.6666667,72.22222,72.22222,72.22222,72.22222,,1.8333334,4.1666665,1.8333334,4.1666665,1.5,4.5,,,81.94444,81.94444,,,,1.125,4.875,3.75,3.5,1.75,4.25,1.5,4.5,,,,79.375,79.375,,,,2.875,2.142857,3.857143,3.0,3.375,4.0,,,,47.5,60.535713,,,,3.8333333,2.6666667,3.5,1.875,4.125,2.0,4.0,,,59.0,65.625,,,,1.0,5.0,1.0,5.0,4.75,4.857143,5.0,4.857143,2.0,,,,,,98.611115,97.76786,,,,5.0,5.0,5.0,1.0,5.0,1.1428572,4.857143,99.166664,99.28571,99.166664,99.28571,,1.0,5.0,1.25,4.75,1.0,5.0,4.3333335,,93.75,94.270836,,,,4.875,5.0,4.857143,4.857143,,,97.32143,97.43304,,,,8.75,,,8.285714,6.714286,6.571429,6.6666665,9.0,,,,,3.0,0.125,0.75,0.0,0.125,0.0,,,,,,,0.0,0.0,0.0,0.0,0.25,0.625,0.0,0.0,0.0,0.375,3.625,9.75,,5.75,8.0,8.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI_01042018_P2,Costa Rica,CRI,2018.0,2018-04-01,Presidential,9.0,,1,1,2,3,15524.994140625,2,9,0,,76.83673,79.84694,,,77.82387,71.84524,81.579865,68.75,89.12037,77.44117,71.49306,81.40432,68.75,88.11729,9.333333,,2.2222223,3.7777777,1.2222222,4.7777777,1.3333334,4.6666665,,,,,85.18519,85.18519,,,,4.5555553,4.7777777,4.7777777,4.875,94.53125,93.66319,94.53125,93.66319,,1.4285715,4.571429,1.4285715,4.571429,3.7142856,82.14286,82.14286,82.14286,82.14286,,1.5,4.5,1.375,4.625,1.5,4.5,,,88.541664,88.541664,,,,1.2222222,4.7777777,3.5555556,2.8888888,2.1111112,3.8888888,1.6666666,4.3333335,,,,72.22222,72.22222,,,,2.8888888,1.4444444,4.5555553,3.2222223,3.5555556,2.2,,,,59.0,57.11111,,,,3.0,2.8888888,3.3333333,2.2222223,3.7777777,1.8888888,4.111111,1.75,4.25,60.555557,60.555557,66.666664,64.00463,,2.0,4.0,1.625,4.375,4.111111,3.7777777,4.2,4.2222223,1.5714285,,,,,,83.333336,77.858795,,,,4.75,5.0,4.888889,1.6666666,4.3333335,1.6666666,4.3333335,90.625,91.52778,90.625,91.52778,,1.4444444,4.5555553,1.4444444,4.5555553,1.3333334,4.6666665,4.375,,87.5,88.454865,,,,4.5555553,4.7777777,4.6666665,4.6666665,,,91.666664,91.666664,,,,9.666667,,,8.888889,6.6666665,5.888889,1.5,9.555555,,,,,3.0,0.0,1.0,0.0,0.11111111,0.0,,,,,,,0.0,0.0,0.0,0.0,0.44444445,0.5555556,0.0,0.11111111,0.0,0.6666667,3.7777777,9.333333,,,,,9.777778,6.5555553,2.7777777,,,,,,,,,,,,,,,2.375,2.375,3.3333333,3.3333333,4.4444447,3.6666667,3.6666667,3.5,2.7142856,2.7142856,3.7777777,3.125,2.625,2.625,4.142857,4.142857,,,,,,,,,,,,,,,,,,
CRI_06022022_L1,Costa Rica,CRI,2022.0,2022-02-06,Legislative,5.0,,1,1,2,3,23319.502282272,2,9,1,,77.38095,69.89796,,,76.51215,58.583332,84.40972,71.25,91.80556,75.52604,57.520832,81.94444,71.25,91.388885,9.6,,2.4,3.6,2.2,3.8,1.8,4.2,,,,,71.666664,71.666664,,,,4.8,4.6,4.6,4.8,92.5,92.5,92.5,92.5,,1.3333334,4.6666665,1.6666666,4.3333335,4.6666665,88.888885,88.888885,88.888885,88.888885,,1.25,4.75,1.25,4.75,1.25,4.75,,,93.75,93.75,,,,1.6,4.4,3.6,3.0,1.8,4.2,2.4,3.6,,,,69.0,69.0,,,,3.0,2.0,4.0,2.4,2.8,2.25,,,,40.0,47.25,,,,2.4,2.6,2.2,3.4,2.6,3.4,2.6,2.0,4.0,37.0,37.0,45.833332,43.333332,,1.5,4.5,2.0,4.0,4.6,4.2,4.75,4.25,1.0,,,,,,89.583336,84.583336,,,,4.4,4.8,4.75,1.4,4.6,1.4,4.6,92.5,90.75,92.5,90.75,,1.4,4.6,1.4,4.6,1.2,4.8,4.75,,95.3125,92.1875,,,,4.4,4.8,4.2,4.2,,,85.0,85.0,,,,9.4,,,7.8,5.6,5.2,1.0,9.4,,1.4,,,1.0,0.4,1.0,0.0,0.4,0.0,,,,,,,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.6,4.0,9.6,,,,,10.0,6.4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.25,1.6666666,4.3333335,3.0,3.0,1.5,4.5,1.0,5.0,2.5,3.5,4.3333335,2.6666667,3.3333333,1.6666666,4.3333335
CRI_03042022_P2,Costa Rica,CRI,2022.0,2022-04-03,Presidential,4.0,,1,1,2,3,23319.502282272,2,9,1,,84.43878,,,,85.329865,65.10417,94.270836,87.5,94.44444,81.19575,56.38021,91.145836,82.8125,94.44444,9.5,,2.75,3.25,1.0,5.0,1.5,4.5,,,,,86.111115,81.25,,,,5.0,4.75,4.5,5.0,95.3125,95.3125,95.3125,95.3125,,1.0,5.0,1.0,5.0,4.5,95.83333,95.833336,95.83333,95.833336,,1.0,5.0,1.0,5.0,1.0,5.0,,,100.0,100.0,,,,1.0,5.0,3.6666667,2.6666667,1.0,5.0,1.75,4.25,,,,81.666664,77.916664,,,,3.0,1.0,5.0,2.25,3.25,1.5,,,,25.0,50.0,,,,2.5,2.0,1.75,3.0,3.0,3.0,3.0,1.0,5.0,50.0,36.25,58.333336,46.875,,1.0,5.0,1.0,5.0,4.5,5.0,4.75,4.5,5.0,,,,,,100.0,94.791664,,,,4.75,5.0,5.0,1.25,4.75,1.25,4.75,100.0,96.25,100.0,96.25,,1.5,4.5,1.0,5.0,1.0,5.0,4.75,,95.3125,95.3125,,,,4.25,5.0,4.25,4.75,,,89.0625,89.0625,,,,10.0,,,7.75,6.25,5.25,8.0,9.25,,1.25,,,1.0,0.0,1.0,0.0,0.25,0.0,,,,,,,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.75,4.0,9.25,,,,,10.0,6.75,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,4.75,4.5,1.5,4.5,2.5,3.5,1.0,5.0,1.0,5.0,2.25,3.75,3.5,2.0,4.0,1.0,5.0
HRV_08112015_L1,Croatia,HRV,2015.0,2015-11-08,Legislative,12.0,,1,2,2,4,22488.746,4,5,0,,67.4914,62.755104,,,71.89378,62.11427,77.44949,64.29924,83.71212,71.9278,62.248264,76.21528,65.104164,84.14352,7.9166665,,3.1666667,2.8333333,2.5833333,3.4166667,2.0833333,3.9166667,,,,,59.72222,59.72222,,,,4.25,3.8333333,4.4166665,4.3333335,80.208336,80.208336,80.208336,80.208336,,3.1,2.9,2.2222223,3.7777777,3.0,58.333332,55.648148,58.333332,55.648148,,2.6666667,3.3333333,2.9166667,3.0833333,2.5,3.5,,,59.166668,57.63889,,,,1.3333334,4.6666665,3.5,3.8333333,3.9166667,2.0833333,1.5833334,4.4166665,,,,67.5,67.5,,,,2.909091,2.4545455,3.5454545,3.090909,3.0,3.5714285,,,,53.57143,55.584415,,,,3.2727273,3.0,3.6666667,2.3333333,3.6666667,2.9,3.1,,,58.5,58.530304,,,,1.4545455,4.5454545,1.7,4.3,3.9166667,3.9166667,3.3333333,4.4545455,1.25,,,,,,77.083336,76.94444,,,,4.3333335,4.4166665,4.6363635,1.4545455,4.5454545,1.3333334,4.6666665,88.5,87.992424,88.5,87.992424,,1.6666666,4.3333335,1.5833334,4.4166665,1.1666666,4.8333335,4.3636365,,86.36364,87.168564,,,,4.1666665,4.0,3.8333333,4.3333335,,,77.083336,77.083336,,,,9.333333,,,4.8333335,5.5,5.5833335,5.8333335,7.25,,,,,2.9166667,0.083333336,0.9166667,0.0,0.0,0.0,,,,,,,0.083333336,0.0,0.0,0.083333336,0.6666667,0.0,0.083333336,0.0,0.0,0.9166667,3.9166667,9.583333,,3.3333333,6.9166665,8.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV_11012015_P2,Croatia,HRV,2015.0,2015-01-11,Presidential,7.0,,1,2,2,4,22488.746,4,5,0,,54.396255,48.469387,,,66.15179,58.069443,67.74802,60.714287,78.07539,68.7562,63.913692,71.42857,60.714287,78.968254,8.0,,3.0,3.0,2.1666667,3.8333333,2.142857,3.857143,,,,,63.88889,64.0873,,,,3.857143,4.0,4.142857,4.285714,76.78571,76.78571,76.78571,76.78571,,3.6666667,2.3333333,3.6666667,2.3333333,2.3333333,33.333332,33.333332,33.333332,33.333332,,3.1666667,2.8333333,2.7142856,3.2857144,3.0,3.0,,,45.833332,50.99206,,,,1.4285715,4.571429,3.857143,2.6666667,3.6,2.4,2.2857144,3.7142856,,,,55.0,61.04762,,,,2.4285715,3.0,3.0,3.4285715,2.4285715,3.4,,,,46.0,48.42857,,,,3.6666667,3.4,3.142857,2.2857144,3.7142856,3.3333333,2.6666667,,,58.0,57.95238,,,,2.5,3.5,2.8,3.2,4.857143,4.142857,3.0,4.285714,1.25,,,,,,75.0,70.77381,,,,4.428571,4.285714,4.0,1.75,4.25,1.8571428,4.142857,80.0,80.53571,80.0,80.53571,,3.0,3.0,1.2857143,4.714286,1.1428572,4.857143,4.0,,77.083336,78.57143,,,,4.0,3.857143,3.857143,3.857143,,,72.32143,72.32143,,,,9.142858,,,5.428571,5.571429,5.857143,5.428571,7.1666665,,,,,3.0,0.0,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.85714287,0.0,0.0,0.0,0.0,1.0,3.4285715,9.571428,,5.142857,7.142857,7.571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV_11092016_L1,Croatia,HRV,2016.0,2016-09-11,Legislative,10.0,,1,2,2,4,23596.244,4,5,0,,59.90603,64.668365,,,64.69423,53.138393,68.14622,61.25,76.24229,64.541664,53.583332,68.05556,61.25,75.27778,7.0,,2.8,3.2,2.8,3.2,1.9,4.1,,,,,62.5,62.5,,,,3.6,3.3,3.8888888,3.9,67.361115,66.80556,67.361115,66.80556,,3.875,2.125,2.7142856,3.2857144,2.5714285,44.444443,41.517857,44.444443,41.517857,,3.2,2.8,3.1,2.9,2.6666667,3.3333333,,,51.851852,50.27778,,,,1.5,4.5,3.1111112,3.7,4.5555553,1.4444444,2.4444444,3.5555556,,,,57.5,56.555557,,,,2.8,2.8,3.2,3.1,2.9,2.6,,,,48.0,48.0,,,,3.3,3.0,2.7777777,2.3,3.7,3.7,2.3,2.3,3.7,50.0,50.38889,53.703705,53.24074,,1.9,4.1,2.1111112,3.8888888,3.9,3.9,3.125,4.1,1.4444444,,,,,,76.78571,70.891205,,,,4.1,4.4,4.3,1.7777778,4.2222223,1.375,4.625,88.125,83.236115,88.125,83.236115,,1.7777778,4.2222223,1.3,4.7,1.3,4.7,4.1,,86.80556,85.763885,,,,3.9,3.4,3.6,3.7,,,66.25,66.25,,,,9.3,,,3.4,4.3,4.7,5.5,5.3,,,,,2.9,0.0,0.8,0.2,0.0,0.0,,,,,,,0.1,0.1,0.1,0.2,0.9,0.0,0.1,0.0,0.0,1.0,4.2,8.9,,4.5,7.9,8.5,,,,,4.4,1.9,1.9,4.1,4.3,22.0,22.0,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV_05072020_L1,Croatia,HRV,2020.0,2020-07-05,Legislative,6.0,,1,2,2,4,28780.316739860984,4,5,0,,66.10544,75.51021,,,71.09953,61.041668,76.75926,57.291668,89.30556,70.52662,61.041668,77.546295,57.291668,86.22685,8.833333,,2.5,3.5,2.8333333,3.1666667,2.0,4.0,,,,,63.88889,63.88889,,,,4.5,4.0,4.3333335,4.6666665,84.375,84.375,84.375,84.375,,3.0,3.0,3.1666667,2.8333333,2.6666667,45.833336,45.833336,45.833336,45.833336,,3.0,3.0,3.2,2.8,3.25,2.75,,,50.0,46.25,,,,1.3333334,4.6666665,4.0,3.6666667,4.3333335,1.6666666,2.0,4.0,,,,65.0,65.0,,,,2.8333333,3.6666667,2.3333333,3.8333333,3.5,3.5,,,,55.0,55.0,,,,3.8333333,3.1666667,3.0,2.0,4.0,3.5,2.5,2.1666667,3.8333333,57.5,57.5,59.72222,59.72222,,1.8,4.2,2.5,3.5,4.3333335,4.0,4.0,4.8333335,1.1666666,,,,,,79.166664,78.611115,,,,4.1666665,4.6666665,4.3333335,1.0,5.0,1.6,4.4,98.333336,87.833336,98.333336,87.833336,,1.3333334,4.6666665,1.8333334,4.1666665,1.1666666,4.8333335,4.75,,95.3125,90.104164,,,,3.5,4.0,3.5,4.0,,,68.75,68.75,,,,9.5,,,3.0,3.5,3.1666667,4.6666665,6.6666665,,,,,1.0,0.0,0.8333333,0.0,0.0,0.16666667,,,,,,,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.8333333,3.1666667,9.5,,,,,9.833333,5.6666665,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV_05012020_P2,Croatia,HRV,2020.0,2020-01-05,Presidential,9.0,,1,2,2,4,28780.316739860984,4,5,0,,67.62488,67.517006,,,71.3955,66.66667,70.06035,64.84375,84.011246,71.19309,68.18287,65.97222,64.84375,85.33951,8.375,,1.6666666,4.3333335,1.6666666,4.3333335,1.4444444,4.5555553,,,,,85.18519,85.18519,,,,4.4444447,4.111111,4.111111,4.4444447,81.94444,81.94444,81.94444,81.94444,,2.1666667,3.8333333,1.8333334,4.1666665,2.5,62.5,62.499996,62.5,62.499996,,3.0,3.0,3.5555556,2.4444444,3.375,2.625,,,45.238094,42.24537,,,,1.125,4.875,4.125,3.875,3.5,2.5,1.5,4.5,,,,74.375,74.375,,,,3.125,3.0,3.0,2.875,3.375,3.2,,,,53.0,52.875,,,,3.375,3.125,2.75,2.142857,3.857143,3.5714285,2.4285715,2.142857,3.857143,53.333332,52.678574,56.944443,55.80357,,1.375,4.625,2.375,3.625,4.375,4.125,2.6666667,4.25,1.1666666,,,,,,76.388885,73.611115,,,,4.125,4.625,4.375,1.5,4.5,1.5,4.5,85.625,85.625,85.625,85.625,,1.5,4.5,1.125,4.875,1.125,4.875,4.428571,,91.07143,91.74107,,,,3.5,3.375,3.625,4.0,,,65.625,65.625,,,,9.375,,,5.375,4.875,5.25,5.125,6.375,,,,,1.0,0.0,0.8888889,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.33333334,0.5555556,0.0,0.0,0.0,0.7777778,4.125,9.0,,,,,9.875,5.375,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV_17042024_L1,Croatia,HRV,2024.0,2024-04-17,Legislative,10.0,,2,2,2,4,41117.0,4,5,0,,65.68169,64.88095,65.928535,65.053764,62.225117,59.069443,63.164352,61.666668,65.0,62.260418,59.291664,63.083332,61.666668,65.0,8.1,,2.9,3.1,3.2,2.8,1.8,4.2,3.4,1.7,3.1,4.7,59.166664,59.166664,57.142857,57.142857,,4.2,4.1,4.1,4.2,78.75,78.75,78.75,78.75,,2.9,3.1,3.3,2.7,2.4,43.333332,43.333332,43.333332,43.333332,,3.3,2.7,3.6,2.4,3.0,3.0,2.4444444,3.5555556,44.791668,42.5,50.78125,47.84722,,1.9,4.1,3.9,4.4,3.8888888,2.1111112,2.1,3.9,4.0,3.0,3.0,67.22222,67.05556,64.28571,65.75397,,2.9,2.8,3.2,3.5,3.4,2.75,3.7,2.3,3.1,55.625,53.75,51.785713,50.535713,,3.4,3.5,3.2,2.0,4.0,3.0,3.0,1.8888888,4.111111,61.11111,60.5,63.88889,63.379627,,1.6,4.4,2.0,4.0,4.5,4.5,3.875,4.6,1.5555556,3.1,2.9,2.3,3.2,2.8,82.291664,82.8125,60.625,59.6875,,4.4,4.6,4.4,1.5,4.5,1.7,4.3,86.0,86.0,86.0,86.0,,1.9,4.1,1.3,4.7,1.3,4.7,4.4,4.2,86.875,86.875,85.5,85.5,,3.9,3.8,3.8,4.0,1.4,4.6,71.875,71.875,75.5,75.5,,9.6,2.4285715,,5.1,5.2,5.2,6.1,7.7,,0.0,0.0,0.0,1.2,1.0,1.0,,,,5.5,3.8,0.0,5.0,1.0,4.6,0.1,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,1.0,4.8,9.0,,2.6,5.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP_24022013_P2,Cyprus,CYP,2013.0,2013-02-24,Presidential,14.0,,1,1,2,4,30610.723,4,6,0,,72.06651,81.37755,,,74.29065,66.02456,80.39398,70.98214,79.7619,75.43837,66.733635,81.10119,70.98214,82.93651,8.8,,1.5714285,4.428571,1.6428572,4.357143,1.7857143,4.214286,,,,,83.333336,83.333336,,,,4.142857,4.428571,4.5,4.785714,86.60714,86.60714,86.60714,86.60714,,2.0,4.0,2.125,3.875,3.142857,64.28571,66.815475,64.28571,66.815475,,2.3636363,3.6363637,1.8333334,4.1666665,1.75,4.25,,,75.757576,75.44192,,,,1.3846154,4.6153846,3.7857144,2.7692308,2.5384614,3.4615386,1.5384616,4.4615383,,,,68.63636,70.46703,,,,2.9285715,2.2857144,3.7142856,3.6153846,3.0714285,3.375,,,,51.875,58.523354,,,,3.3,3.2,2.0,2.6666667,3.3333333,2.5555556,3.4444444,,,54.375,51.38889,,,,1.3846154,4.6153846,1.5833334,4.4166665,4.714286,4.357143,3.7,4.076923,1.5555556,,,,,,81.94444,82.835014,,,,4.571429,4.428571,4.642857,1.4166666,4.5833335,1.8571428,4.142857,86.666664,86.84524,86.666664,86.84524,,1.3571428,4.642857,1.2857143,4.714286,1.1428572,4.857143,3.5714285,,88.39286,86.16071,,,,3.7857144,4.5384617,3.9166667,4.571429,,,81.770836,80.07669,,,,9.357142,,,7.857143,5.285714,5.285714,5.0,8.5,,,,,3.0,0.071428575,0.9285714,0.14285715,0.0,0.0,,,,,,,0.0,0.0,0.0,0.071428575,0.5714286,0.35714287,0.0,0.0,0.0,0.78571427,4.5,8.357142,,4.7,7.4,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP_22052016_L1,Cyprus,CYP,2016.0,2016-05-22,Legislative,13.0,,1,1,2,4,32580.352,4,6,0,,65.154335,61.734695,,,65.970566,57.425213,67.3166,62.01923,77.121216,66.34148,58.10096,68.05556,62.01923,77.19017,8.461538,,2.7692308,3.2307692,2.8461537,3.1538463,2.4615386,3.5384614,,,,,57.692307,57.692307,,,,4.230769,4.230769,4.6666665,4.4615383,85.9375,84.9359,85.9375,84.9359,,2.2222223,3.7777777,2.3333333,3.6666667,3.5555556,66.666664,66.666664,66.666664,66.666664,,2.6666667,3.3333333,2.5,3.5,1.7272727,4.2727275,,,69.69697,67.55051,,,,1.6923077,4.3076925,3.3076923,2.2307692,3.0769231,2.9230769,1.5,4.5,,,,61.666668,61.346153,,,,2.4615386,2.8461537,3.1538463,3.3076923,2.8461537,2.7142856,,,,45.714287,47.41758,,,,3.2307692,2.6666667,2.0,2.7692308,3.2307692,2.8461537,3.1538463,2.25,3.75,41.875,46.410255,44.04762,50.13355,,1.4615384,4.5384617,1.5384616,4.4615383,4.3076925,4.1538463,3.5555556,3.1538463,1.4,,,,,,75.46296,75.71225,,,,4.3846154,4.4615383,4.5384617,1.6,4.4,1.6363636,4.3636365,85.5,85.74126,85.5,85.74126,,1.4615384,4.5384617,1.5,4.5,1.3076923,4.6923075,3.6666667,,88.75,83.73397,,,,4.4615383,4.1538463,3.6153846,4.0833335,,,77.083336,76.96314,,,,8.846154,,,6.923077,5.3846154,5.3076925,4.0,7.8461537,,,,,2.6923077,0.15384616,1.0,0.23076923,0.07692308,0.0,,,,,,,0.07692308,0.0,0.07692308,0.0,0.30769232,0.0,0.0,0.0,0.0,0.84615386,3.4615386,8.538462,,5.6153846,8.538462,9.153846,,,,,3.7692308,2.0,2.0,4.3846154,4.076923,17.538462,17.538462,3.7692308,3.7692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP_04022018_P2,Cyprus,CYP,2018.0,2018-02-04,Presidential,11.0,,1,1,2,4,32415.1328125,3,6,0,,70.197296,72.95918,,,66.58285,63.50337,66.23983,59.659092,76.929115,66.196335,61.37626,63.825756,59.659092,79.92424,7.7272725,,2.2727273,3.7272727,2.090909,3.909091,2.1,3.9,,,,,75.0,71.13636,,,,4.3636365,4.4545455,4.4545455,4.3636365,85.22727,85.22727,85.22727,85.22727,,1.6666666,4.3333335,1.6666666,4.3333335,3.1666667,73.61111,73.611115,73.61111,73.611115,,2.75,3.25,2.3333333,3.6666667,1.5,4.5,,,72.61905,70.13889,,,,1.7,4.3,3.8181818,3.0,3.2,2.8,1.5,4.5,,,,68.888885,67.09091,,,,2.8181818,3.4545455,2.5454545,3.8,3.1818182,2.8,,,,64.0,50.727272,,,,3.2,2.2222223,2.3,2.8,3.2,2.6,3.4,2.4,3.6,45.625,46.61111,47.916668,49.675926,,1.3333334,4.6666665,1.5555556,4.4444447,4.3636365,4.090909,3.1666667,3.1,1.0,,,,,,83.333336,74.301346,,,,4.5555553,4.5454545,4.5555553,1.5714285,4.428571,1.25,4.75,91.42857,89.17568,91.42857,89.17568,,1.5454545,4.4545455,1.2222222,4.7777777,1.1818181,4.818182,3.6,,79.6875,85.31566,,,,3.3,4.0,3.625,4.2727275,,,71.875,69.985794,,,,9.0,,,7.090909,5.7272725,5.6363635,5.4545455,7.818182,,,,,3.0,0.27272728,1.0,0.09090909,0.0,0.09090909,,,,,,,0.0,0.0,0.09090909,0.0,0.36363637,0.54545456,0.0,0.0,0.0,0.8181818,3.7272727,9.272727,,,,,8.818182,5.4545455,3.1818182,,,,,,,,,,,,,,,2.3,2.3,2.8,2.8,3.4545455,2.3,2.3,3.1111112,1.3333334,1.3333334,3.2727273,2.909091,3.909091,3.909091,2.9,2.9,,,,,,,,,,,,,,,,,,
CYP_30052021_L1,Cyprus,CYP,2021.0,2021-05-30,Legislative,3.0,,1,1,2,4,42556.109375,3,6,0,,73.97959,73.97959,,,77.303246,67.083336,93.28703,68.75,80.09259,79.615166,70.3125,93.28703,68.75,86.111115,9.333333,,2.0,4.0,1.3333334,4.6666665,1.0,5.0,,,,,88.888885,88.888885,,,,4.3333335,4.6666665,5.0,5.0,93.75,93.75,93.75,93.75,,2.0,4.0,2.0,4.0,2.0,58.333332,58.333332,58.333332,58.333332,,2.6666667,3.3333333,1.0,5.0,1.0,5.0,,,86.11111,86.11111,,,,1.0,5.0,4.3333335,4.0,2.6666667,3.3333333,1.0,5.0,,,,83.333336,83.333336,,,,3.3333333,3.6666667,2.3333333,3.3333333,3.3333333,2.0,,,,50.0,46.666668,,,,2.6666667,1.5,1.5,2.3333333,3.6666667,2.6666667,3.3333333,1.3333334,4.6666665,30.0,38.333332,41.666668,47.22222,,1.0,5.0,1.3333334,4.6666665,5.0,4.6666665,4.3333335,5.0,2.0,,,,,,94.44444,94.44444,,,,5.0,5.0,5.0,1.3333334,4.6666665,1.3333334,4.6666665,96.666664,96.666664,96.666664,96.666664,,1.3333334,4.6666665,1.0,5.0,1.0,5.0,3.0,,84.375,85.416664,,,,5.0,5.0,4.5,5.0,,,96.875,96.875,,,,9.666667,,,7.6666665,5.3333335,5.3333335,7.0,9.0,,,,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,,,,,9.666667,4.3333335,3.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
